,fold
13649,train
13650,train
13651,train
13652,train
13653,train
13654,train
13655,train
13656,train
13657,train
13658,train
13659,train
13660,train
13661,train
13662,train
13663,train
13664,train
13665,train
13666,train
13667,train
13668,train
13669,train
13670,train
13671,train
13672,train
13673,train
13674,valid
13675,train
13676,train
13677,train
13678,train
13679,train
13680,train
13681,train
13682,train
13683,train
13684,train
13685,train
13686,train
13687,train
13688,train
13689,train
13690,train
13691,valid
13692,train
13693,train
13694,train
13695,train
13696,train
13697,train
13698,train
13699,train
13700,train
13701,train
13702,train
13703,train
13704,train
13705,train
13706,valid
13707,train
13708,train
13709,train
13710,train
13711,train
13712,train
13713,train
13714,train
13715,train
13716,train
13717,train
13718,train
13719,train
13720,train
13721,train
13722,train
13723,train
13724,train
13725,train
13726,train
13727,train
13728,train
13729,valid
13730,train
13731,train
13732,train
13733,valid
13734,train
13735,train
13736,train
13737,train
13738,train
13739,train
13740,train
13741,train
13742,train
13743,valid
13744,train
13745,train
13746,train
13747,train
13748,train
13749,train
13750,train
13751,train
13752,valid
13753,valid
13754,train
13755,valid
13756,valid
13757,train
13758,train
13759,train
13760,train
13761,train
13762,train
13763,train
13764,valid
13765,train
13766,train
13767,train
13768,train
13769,train
13770,train
13771,train
13772,train
13773,train
13774,train
13775,train
13776,train
13777,train
13778,train
13779,train
13780,train
13781,train
13782,train
13783,train
13784,train
13785,train
13786,train
13787,train
13788,train
13789,train
13790,train
13791,train
13792,train
13793,train
13794,train
13795,train
13796,train
13797,valid
13798,train
13799,train
13800,valid
13801,train
13802,train
13803,train
13804,train
13805,train
13806,train
13807,valid
13808,train
13809,train
13810,train
13811,train
13812,train
13813,train
13814,train
13815,train
13816,train
13817,train
13818,train
13819,train
13820,valid
13821,train
13822,train
13823,train
13824,train
13825,train
13826,train
13827,train
13828,train
13829,train
13830,train
13831,train
13832,train
13833,train
13834,train
13835,valid
13836,train
13837,train
13838,train
13839,train
13840,train
13841,train
13842,train
13843,train
13844,train
13845,train
13846,train
13847,train
13848,train
13849,valid
13850,train
13851,train
13852,train
13853,train
13854,train
13855,train
13856,train
13857,valid
13858,valid
13859,train
13860,train
13861,train
13862,train
13863,valid
13864,train
13865,valid
13866,train
13867,train
13868,train
13869,train
13870,valid
13871,train
13872,train
13873,train
13874,train
13875,train
13876,train
13877,train
13878,train
13879,train
13880,train
13881,train
13882,train
13883,train
13884,train
13885,train
13886,train
13887,train
13888,train
13889,valid
13890,train
13891,train
13892,train
13893,train
13894,train
13895,valid
13896,train
13897,train
13898,train
13899,train
13900,train
13901,train
13902,train
13903,train
13904,train
13905,train
13906,train
13907,valid
13908,valid
13909,train
13910,train
13911,train
13912,train
13913,train
13914,valid
13915,train
13916,train
13917,train
13918,train
13919,train
13920,train
13921,train
13922,train
13923,train
13924,train
13925,train
13926,train
13927,train
13928,train
13929,train
13930,train
13931,train
13932,train
13933,train
13934,train
13935,train
13936,train
13937,train
13938,train
13939,train
13940,train
13941,valid
13942,valid
13943,train
13944,valid
13945,train
13946,train
13947,train
13948,train
13949,train
13950,train
13951,train
13952,train
13953,train
13954,train
13955,train
13956,train
13957,train
13958,train
13959,train
13960,train
13961,train
13962,train
13963,train
13964,train
13965,train
13966,train
13967,train
13968,train
13969,train
13970,train
13971,train
13972,train
13973,train
13974,train
13975,train
13976,train
13977,train
13978,train
13979,train
13980,train
13981,train
13982,valid
13983,valid
13984,train
13985,valid
13986,train
13987,train
13988,train
13989,train
13990,train
13991,train
13992,train
13993,valid
13994,train
13995,train
13996,train
13997,train
13998,train
13999,train
14000,train
14001,train
14002,train
14003,train
14004,train
14005,train
14006,train
14007,valid
14008,train
14009,train
14010,train
14011,train
14012,train
14013,train
14014,train
14015,train
14016,train
14017,train
14018,train
14019,train
14020,train
14021,train
14022,train
14023,train
14024,train
14025,train
14026,train
14027,train
14028,train
14029,train
14030,train
14031,train
14032,train
14033,train
14034,train
14035,train
14036,train
14037,train
14038,train
14039,train
14040,train
14041,train
14042,train
14043,train
14044,train
14045,train
14046,valid
14047,train
14048,train
14049,train
14050,valid
14051,train
14052,train
14053,train
14054,train
14055,train
14056,train
14057,train
14058,train
14059,train
14060,valid
14061,train
14062,train
14063,train
14064,train
14065,train
14066,train
14067,train
14068,train
14069,train
14070,train
14071,train
14072,train
14073,train
14074,valid
14075,valid
14076,train
14077,train
14078,train
14079,train
14080,train
14081,train
14082,train
14083,valid
14084,train
14085,valid
14086,train
14087,train
14088,train
14089,valid
14090,train
14091,train
14092,train
14093,train
14094,train
14095,train
14096,train
14097,train
14098,train
14099,train
14100,train
14101,train
14102,train
14103,train
14104,train
14105,train
14106,train
14107,train
14108,train
14109,train
14110,valid
14111,train
14112,valid
14113,train
14114,train
14115,train
14116,train
14117,train
14118,train
14119,train
14120,train
14121,train
14122,train
14123,train
14124,train
14125,valid
14126,train
14127,train
14128,train
14129,train
14130,train
14131,train
14132,train
14133,train
14134,train
14135,train
14136,train
14137,valid
14138,train
14139,train
14140,train
14141,train
14142,train
14143,train
14144,train
14145,train
14146,train
14147,train
14148,train
14149,train
14150,train
14151,train
14152,train
14153,train
14154,train
14155,train
14156,train
14157,train
14158,valid
14159,valid
14160,train
14161,train
14162,train
14163,train
14164,train
14165,train
14166,valid
14167,train
14168,train
14169,train
14170,train
14171,train
14172,train
14173,train
14174,train
14175,train
14176,valid
14177,train
14178,train
14179,train
14180,train
14181,train
14182,train
14183,train
14184,train
14185,train
14186,valid
14187,train
14188,train
14189,train
14190,train
14191,train
14192,train
14193,train
14194,train
14195,train
14196,train
14197,train
14198,train
14199,train
14200,train
14201,train
14202,train
14203,train
14204,train
14205,train
14206,valid
14207,train
14208,valid
14209,train
14210,train
14211,train
14212,valid
14213,valid
14214,valid
14215,train
14216,train
14217,train
14218,train
14219,valid
14220,train
14221,train
14222,train
14223,train
14224,train
14225,train
14226,train
14227,train
14228,train
14229,train
14230,train
14231,train
14232,train
14233,train
14234,train
14235,train
14236,train
14237,train
14238,train
14239,train
14240,train
14241,train
14242,train
14243,train
14244,train
14245,valid
14246,train
14247,train
14248,train
14249,train
14250,train
14251,train
14252,train
14253,train
14254,train
14255,train
14256,train
14257,valid
14258,train
14259,train
14260,train
14261,train
14262,train
14263,train
14264,train
14265,train
14266,train
14267,train
14268,train
14269,train
14270,train
14271,valid
14272,train
14273,train
14274,train
14275,train
14276,train
14277,train
14278,train
14279,train
14280,train
14281,train
14282,train
14283,train
14284,train
14285,train
14286,train
14287,train
14288,train
14289,train
14290,valid
14291,train
14292,train
14293,train
14294,train
14295,train
14296,train
14297,train
14298,train
14299,train
14300,valid
14301,train
14302,train
14303,train
14304,train
14305,train
14306,train
14307,train
14308,train
14309,train
14310,train
14311,train
14312,train
14313,train
14314,train
14315,train
14316,train
14317,train
14318,train
14319,train
14320,valid
14321,train
14322,train
14323,train
14324,train
14325,valid
14326,train
14327,train
14328,train
14329,train
14330,train
14331,train
14332,train
14333,train
14334,train
14335,train
14336,train
14337,train
14338,train
14339,train
14340,train
14341,train
14342,train
14343,train
14344,train
14345,train
14346,train
14347,train
14348,train
14349,train
14350,train
14351,valid
14352,valid
14353,train
14354,train
14355,valid
14356,train
14357,train
14358,train
14359,train
14360,train
14361,valid
14362,train
14363,train
14364,train
14365,train
14366,train
14367,train
14368,train
14369,train
14370,train
14371,train
14372,train
14373,valid
14374,train
14375,train
14376,train
14377,valid
14378,train
14379,train
14380,train
14381,valid
14382,train
14383,valid
14384,valid
14385,train
14386,train
14387,train
14388,train
14389,valid
14390,train
14391,train
14392,train
14393,train
14394,train
14395,train
14396,train
14397,train
14398,train
14399,train
14400,train
14401,train
14402,train
14403,train
14404,train
14405,train
14406,train
14407,valid
14408,train
14409,valid
14410,train
14411,train
14412,train
14413,train
14414,train
14415,train
14416,train
14417,train
14418,train
14419,train
14420,train
14421,train
14422,train
14423,train
14424,train
14425,train
14426,train
14427,train
14428,train
14429,train
14430,valid
14431,valid
14432,valid
14433,train
14434,train
14435,train
14436,train
14437,valid
14438,train
14439,train
14440,train
14441,train
14442,train
14443,train
14444,train
14445,valid
14446,train
14447,valid
14448,train
14449,train
14450,train
14451,train
14452,train
14453,train
14454,train
14455,train
14456,train
14457,train
14458,train
14459,train
14460,train
14461,train
14462,train
14463,train
14464,train
14465,train
14466,train
14467,train
14468,train
14469,train
14470,train
14471,train
14472,train
14473,train
14474,train
14475,train
14476,valid
14477,train
14478,train
14479,train
14480,train
14481,train
14482,train
14483,train
14484,train
14485,train
14486,train
14487,train
14488,train
14489,train
14490,train
14491,train
14492,train
14493,train
14494,train
14495,train
14496,train
14497,train
14498,train
14499,train
14500,train
14501,train
14502,train
14503,train
14504,valid
14505,valid
14506,train
14507,train
14508,train
14509,train
14510,train
14511,train
14512,train
14513,valid
14514,train
14515,train
14516,train
14517,train
14518,train
14519,train
14520,train
14521,train
14522,train
14523,train
14524,train
14525,train
14526,valid
14527,train
14528,train
14529,train
14530,train
14531,train
14532,train
14533,train
14534,train
14535,train
14536,train
14537,train
14538,train
14539,train
14540,train
14541,train
14542,train
14543,train
14544,valid
14545,train
14546,train
14547,train
14548,train
14549,train
14550,train
14551,train
14552,train
14553,train
14554,train
14555,train
14556,valid
14557,valid
14558,train
14559,train
14560,train
14561,train
14562,train
14563,train
14564,train
14565,train
14566,train
14567,train
14568,train
14569,train
14570,train
14571,train
14572,train
14573,train
14574,train
14575,train
14576,valid
14577,train
14578,train
14579,train
14580,train
14581,valid
14582,train
14583,train
14584,train
14585,train
14586,train
14587,valid
14588,train
14589,train
14590,train
14591,train
14592,train
14593,train
14594,train
14595,train
14596,train
14597,train
14598,valid
14599,train
14600,train
14601,train
14602,train
14603,train
14604,train
14605,train
14606,train
14607,valid
14608,train
14609,train
14610,train
14611,train
14612,train
14613,train
14614,valid
14615,train
14616,train
14617,train
14618,train
14619,train
14620,train
14621,train
14622,train
14623,train
14624,train
14625,train
14626,train
14627,train
14628,train
14629,train
14630,train
14631,train
14632,train
14633,train
14634,train
14635,train
14636,train
14637,train
14638,train
14639,train
14640,train
14641,train
14642,train
14643,train
14644,train
14645,train
14646,train
14647,train
14648,train
14649,train
14650,train
14651,train
14652,train
14653,valid
14654,train
14655,train
14656,valid
